"ID","m/z","Yellow_10_5x_2_420_1600_isotopomeric_score_annotated_1233-211210.csv","Yellow_16_5x_420_1600_isotopomeric_score_annotated_1418-211210.csv","Yellow_17_5x_420_1600_isotopomeric_score_annotated_1604-211210.csv","Yellow_18_5x_420_1600_isotopomeric_score_annotated_1743-211210.csv","Yellow_19_5x_420_1600_isotopomeric_score_annotated_1912-211210.csv","Yellow_1_5x_420-1600_isotopomeric_score_annotated_2006-211210.csv","Yellow_20_5x_420_1600_isotopomeric_score_annotated_2157-211210.csv","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
352,797.5342,4523.5044,2944.0346,1200.4146,2526.9375,6153.0078,0,2831.6871,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","LMGL05010005;Unknown,LMGP01010585;Unknown,LMGP04010015;Unknown;Unknown,LMGP02080003","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C40H75O12S1-[M+NH4+]-{m+0}(0.91549)(Niso-1);C42H80N1O8P1-[M+K+]-2H-1-{m+0}(0.91131)(Niso-1);C42H79O10P1-[M+Na+]-{m+0}(0.9029)(Niso-1);C44H77O10P1-[M+H+]-{m+0}(0.89359)(Niso-1);C45H76N1O7P1-[M+Na+]-2H-1-{m+0}(0.8867)(Niso-1)","Unknown;HMDB07880,Unknown;HMDB10605,Unknown;HMDB10582;HMDB09710,Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*PC(14:0/20:2(11Z,14Z))*,*1-hexadecanoyl-2-(10E,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine*;*PG(18:0/18:2(9Z,12Z))*,*1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))*,*1-(8-[3]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphoethanolamine","Unknown;C00157,Unknown;Unknown,Unknown;Unknown;C00350,Unknown","2H_1"
353,798.5375,0,1711.5016,0,1687.4889,0,0,0,"Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","LMSP06020003;LMGL05010005;LMGP02010350,Unknown;Unknown,LMGP04010015;LMGP01010005,Unknown;Unknown;LMGP02080003,Unknown;LMGP02030005,Unknown","Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C40H77N1O12S1-[M+H+]-2H-2-{m+0}(0.91395)(Niso-1);C40H75O12S1-[M+NH4+]-2H-1-{m+0}(0.91386)(Niso-1);C42H80N1O8P1-[M+K+]-2H-2-{m+0}(0.91136)(Niso-1);C42H79O10P1-[M+Na+]-2H-1-{m+0}(0.90295)(Niso-1);C42H82N1O8P1-[M+K+]-{m+0}(0.90087)(Niso-1);C44H77O10P1-[M+H+]-2H-1-{m+0}(0.89359)(Niso-1);C45H76N1O7P1-[M+Na+]-2H-2-{m+0}(0.88675)(Niso-1);C45H78N1O7P1-[M+Na+]-{m+0}(0.88654)(Niso-1)","Unknown;Unknown;Unknown,HMDB10565;HMDB10605,Unknown;Unknown,HMDB07879;HMDB10582;Unknown,HMDB09710;Unknown,HMDB09644","(3'-sulfo)Galbeta-Cer(d18:1/2-OH-16:0)*;*1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*1,2-di-(9E-octadecenoyl)-sn-glycero-3-phospho-N-methylethanolamine*,*PE-NMe(18:1(9Z)/18:1(9Z))*;*PG(18:0/18:2(9Z,12Z))*,*1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/20:1(11Z))*;*PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-(8-[3]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphoethanolamine*,*PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))*;*1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine*,*PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))","Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,C00157;Unknown;Unknown,C00350;Unknown,C00350","2H_2"
354,798.5453,0,0,0,4200.4046,0,931.4558,0,"Unknown,Unknown;Unknown,Unknown","Unknown,LMGP01010005;Unknown,LMGP02030005","Unknown,Unknown;Unknown,Unknown","C42H82N1O8P1-[M+K+]-{m+0}(0.90087)(Niso-1);C45H78N1O7P1-[M+Na+]-{m+0}(0.88654)(Niso-1)","HMDB07879,Unknown;HMDB09644,Unknown","PC(14:0/20:1(11Z))*,*1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*;*PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))*,*1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","C00157,Unknown;C00350,Unknown","N"
355,799.5505,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown;DBLINKS854120;Unknown,Unknown;Unknown,Unknown","LMGP01010005,Unknown;Unknown;Unknown;Unknown,LMGP04010039;LMGP02030005,Unknown","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C42H82N1O8P1-[M+K+]-2H-1-{m+0}(0.91122)(Niso-1);C42H81O10P1-[M+Na+]-{m+0}(0.9028)(Niso-1);C42H83N1O8P1-[M+K+]-{m+0}(0.90082)(Niso-1);C44H79O10P1-[M+H+]-{m+0}(0.89349)(Niso-1);C45H78N1O7P1-[M+Na+]-2H-1-{m+0}(0.8866)(Niso-1)","Unknown,HMDB07879;HMDB10603;Unknown;HMDB10581,Unknown;Unknown,HMDB09644","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/20:1(11Z))*;*PG(18:0/18:1(11Z))*;*1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*;*PG(16:0/22:4(7Z,10Z,13Z,16Z))*,*1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-(1Z-octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine*,*PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))","Unknown,C00157;Unknown;C13875;Unknown,Unknown;Unknown,C00350","2H_1"
356,801.5031,3030.5346,3206.0775,2075.6414,0,15063.4026,198161.3128,1490.3439,11137,"Unknown","52286-58-5","C42H72O14-[M+H+]-{m+0}(0.99068)(Niso-2)","Unknown","GinsenosideRf","C08945","N"
357,801.5187,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C45H70N1O8P1-[M+NH4+]-{m+0}(0.94)(Niso-4)","HMDB09210","PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","N"
358,802.4907,0,0,0,0,0,0,0,"Unknown","LMGL05010005","Unknown","C40H75O12S1-[M+Na+]-{m+0}(0.9928)(Niso-2)","Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol","Unknown","N"
359,802.5042,1072.5741,1120.8114,1103.7071,0,4750.2416,30893.0735,0,11137,"Unknown","52286-58-5","C42H72O14-[M+H+]-2H-1-{m+0}(0.11471)(Niso-2)","Unknown","GinsenosideRf","C08945","2H_1"
360,802.5208,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C45H70N1O8P1-[M+NH4+]-2H-1-{m+0}(0.88526)(Niso-1)","HMDB09210","PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","2H_1"
361,802.5267,0,0,0,0,0,0,0,"13457;Unknown","Unknown;Unknown","110417-88-4;Unknown","C42H68N6O6S1-[M+NH4+]-{m+0}(0.99966)(Niso-3);C45H70N1O8P1-[M+NH4+]-2H-1-{m+0}(0.88526)(Niso-1)","Unknown;HMDB09210","Dolastatin10*;*PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C11280;C00350","2H_1"
362,802.5397,4534.4088,1976.5114,3062.268,2251.5157,3457.9483,1135.0289,1201.0458,"Unknown;Unknown,Unknown","Unknown;Unknown,LMGP01010632","Unknown;Unknown,Unknown","C46H76N1O8P1-[M+H+]-{m+0}(0.89463)(Niso-4);C44H78N1O8P1-[M+Na+]-{m+0}(0.89159)(Niso-1)","HMDB08182;HMDB07890,Unknown","PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))*;*PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine","C00157;C00157,Unknown","N"
363,803.4881,2223.8147,0,0,0,1161.9871,1058.146,865.9663,854294,"Unknown","16846-34-7","C40H67N1O14-[M+NH4+]-{m+0}(0.99446)(Niso-2)","Unknown","LeucomycinA1","C14056","N"
364,803.4946,0,0,0,0,0,0,0,"854294;Unknown;Unknown","Unknown;LMGL05010005;LMGL05010005","16846-34-7;Unknown;Unknown","C40H67N1O14-[M+NH4+]-{m+0}(0.99083)(Niso-2);C40H75O12S1-[M+Na+]-2H-1-{m+0}(0.98871)(Niso-2);C40H75O12S1-[M+Na+]-2H-1-{m+0}(0.98847)(Niso-2)","Unknown;Unknown;Unknown","LeucomycinA1*;*1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol","C14056;Unknown;Unknown","2H_1"
365,803.5132,848.6159,0,0,0,0,3334.8619,0,11138,"Unknown","22427-39-0","C42H72O14-[M+H+]-2H-2-{m+0}(0.90389)(Niso-1)","Unknown","GinsenosideRg1","C08946","2H_2"
366,803.522,6114.5166,1464.8178,2579.7321,985.6039,3365.8798,3606.7379,2735.0299,"Unknown","LMGP04040006","Unknown","C46H75O9P1-[M+H+]-{m+0}(0.99318)(Niso-2)","Unknown","1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown","N"
367,803.5313,0,0,0,0,0,0,0,"Unknown","Unknown","Unknown","C45H72N1O8P1-[M+NH4+]-{m+0}(0.82983)(Niso-4)","HMDB09144","PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","N"
368,803.535,2974.7248,0,1736.3655,0,1762.5762,2340.0178,1417.9086,"Unknown;Unknown","LMPR01070157;Unknown","Unknown;Unknown","C52H76O4-[M+K+]-{m+0}(0.99088)(Niso-2);C45H72N1O8P1-[M+NH4+]-{m+0}(0.85598)(Niso-4)","Unknown;HMDB09144","Loroxanthin ester/ Loroxanthin dodecenoate*;*PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown;C00350","N"
369,803.5404,30314.4619,12911.7835,17615.9609,10315.013,18756.3642,0,14056.4956,"Unknown;Unknown,Unknown","LMPR01070157;Unknown,LMGP01010632","Unknown;Unknown,Unknown","C52H76O4-[M+K+]-{m+0}(0.9908)(Niso-2);C44H78N1O8P1-[M+Na+]-2H-1-{m+0}(0.9606)(Niso-4)","Unknown;HMDB07890,Unknown","Loroxanthin ester/ Loroxanthin dodecenoate*;*PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine","Unknown;C00157,Unknown","2H_1"
370,803.5475,1073260.466,393977.8838,512356.52,233789.9667,619525.1861,763308.5912,396205.8099,"Unknown","Unknown","Unknown","C46H76N1O8P1-[M+H+]-2H-1-{m+0}(0.8818)(Niso-1)","HMDB08182","PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C00157","2H_1"
371,803.5551,938.5355,0,0,0,0,5406.7462,0,"Unknown,Unknown;Unknown","Unknown,LMGP03010018;LMPR01070159","Unknown,Unknown;Unknown","C42H76N1O10P1-[M+NH4+]-{m+0}(0.90147)(Niso-1);C52H76O5-[M+Na+]-{m+0}(0.85112)(Niso-1)","HMDB12360,Unknown;Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown,Unknown;Unknown","N"
372,803.5568,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown","Unknown,LMGP03010018;LMPR01070159","Unknown,Unknown;Unknown","C42H76N1O10P1-[M+NH4+]-{m+0}(0.90147)(Niso-1);C52H76O5-[M+Na+]-{m+0}(0.85112)(Niso-1)","HMDB12360,Unknown;Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown,Unknown;Unknown","N"
373,803.561,0,0,0,0,0,0,0,"Unknown","LMPR01070159","Unknown","C52H76O5-[M+Na+]-{m+0}(0.99082)(Niso-2)","Unknown","Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown","N"
374,803.5737,6771.0218,1974.9689,0,0,3197.62,9104.6382,2481.1212,"Unknown;Unknown,Unknown;Unknown;Unknown","LMGL05010005;Unknown,LMGP01010585;Unknown;LMGP01080001","Unknown;Unknown,Unknown;Unknown;Unknown","C40H75O12S1-[M+NH4+]-2H-6-{m+0}(0.91409)(Niso-1);C42H80N1O8P1-[M+K+]-2H-7-{m+0}(0.9116)(Niso-1);C44H77O10P1-[M+H+]-2H-6-{m+0}(0.89385)(Niso-1);C46H76N1O7P1-[M+NH4+]-{m+0}(0.88165)(Niso-1)","Unknown;HMDB07880,Unknown;HMDB10582;Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*PC(14:0/20:2(11Z,14Z))*,*1-hexadecanoyl-2-(10E,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine*;*PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-(6-[5]-ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine","Unknown;C00157,Unknown;Unknown;Unknown","2H_6"
375,804.4924,0,0,0,0,0,0,0,"Unknown;4572,Unknown","Unknown;Unknown,LMPK04000003","Unknown;104987-11-3,Unknown","C43H76N1O8P1-[M+K+]-{m+0}(0.89648)(Niso-1);C44H69N1O12-[M+H+]-{m+0}(0.89265)(Niso-1)","HMDB07951;Unknown,Unknown","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))*;*Tacrolimus*,*Tacrolimus","C00157;C01375,C01375","N"
376,804.4957,1794.1085,1100.9452,1049.7314,0,732.3486,919.4207,0,"854294;Unknown","Unknown;Unknown","16846-34-7;Unknown","C40H67N1O14-[M+NH4+]-2H-1-{m+0}(0.90989)(Niso-1);C43H76N1O8P1-[M+K+]-{m+0}(0.89648)(Niso-1)","Unknown;HMDB07951","LeucomycinA1*;*PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","C14056;C00157","2H_1"
377,804.4995,0,0,0,0,0,0,0,"Unknown;854294","LMGL05010005;Unknown","Unknown;16846-34-7","C40H75O12S1-[M+Na+]-2H-2-{m+0}(0.91558)(Niso-1);C40H67N1O14-[M+NH4+]-2H-1-{m+0}(0.90989)(Niso-1)","Unknown;Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*LeucomycinA1","Unknown;C14056","2H_2"
378,804.5032,0,0,0,0,0,0,0,"Unknown","LMGL05010005","Unknown","C40H75O12S1-[M+Na+]-2H-2-{m+0}(0.91558)(Niso-1)","Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol","Unknown","2H_2"
379,804.5156,0,0,0,0,0,0,0,"Unknown;11137","LMGP04010002;Unknown","Unknown;52286-58-5","C40H80N1O10P1-[M+K+]-{m+0}(0.91033)(Niso-1);C42H72O14-[M+H+]-2H-3-{m+0}(0.90394)(Niso-1)","Unknown;Unknown","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-rac-glycerol) (ammonium salt)*;*GinsenosideRf","Unknown;C08945","2H_3"
380,804.5218,0,0,0,0,0,0,0,11137,"Unknown","52286-58-5","C42H72O14-[M+H+]-2H-3-{m+0}(0.90394)(Niso-1)","Unknown","GinsenosideRf","C08945","2H_3"
381,804.5281,4655.9458,1553.8948,1683.0395,2235.5147,3411.2362,1632.9227,1554.4113,"Unknown;Unknown,Unknown","LMGP04040006;LMGP01020058,Unknown","Unknown;Unknown,Unknown","C46H75O9P1-[M+H+]-2H-1-{m+0}(0.99296)(Niso-2);C44H80N1O7P1-[M+K+]-{m+0}(0.88661)(Niso-2)","Unknown;Unknown,HMDB08194","1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))","Unknown;Unknown,C00157","2H_1"
382,804.5326,2452.0038,0,0,0,0,1488.9224,0,"Unknown,Unknown;Unknown","Unknown,LMGP01020058;LMGP04040006","Unknown,Unknown;Unknown","C44H80N1O7P1-[M+K+]-{m+0}(0.99447)(Niso-2);C46H75O9P1-[M+H+]-2H-1-{m+0}(0.99415)(Niso-2)","HMDB08194,Unknown;Unknown","PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))*,*1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*;*1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","C00157,Unknown;Unknown","2H_1"
383,804.5377,0,0,1586.6356,0,3009.1216,2416.1556,1622.4342,"Unknown","Unknown","Unknown","C45H72N1O8P1-[M+NH4+]-2H-1-{m+0}(0.88516)(Niso-1)","HMDB09144","PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","2H_1"
384,804.5437,18663.4192,9386.9176,8347.2246,7306.1391,10854.92,0,0,"Unknown;Unknown","Unknown;LMPR01070157","Unknown;Unknown","C45H72N1O8P1-[M+NH4+]-2H-1-{m+0}(0.9265)(Niso-3);C52H76O4-[M+K+]-2H-1-{m+0}(0.8622)(Niso-1)","HMDB09144;Unknown","PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*Loroxanthin ester/ Loroxanthin dodecenoate","C00350;Unknown","2H_1"
385,804.5483,0,14875.5661,0,18055.318,22778.0653,0,13550.0202,"Unknown;Unknown;Unknown,Unknown","LMPR01070157;Unknown;LMGP01010007,Unknown","Unknown;Unknown;Unknown,Unknown","C52H76O4-[M+K+]-2H-1-{m+0}(0.98286)(Niso-2);C46H76N1O8P1-[M+H+]-2H-2-{m+0}(0.88185)(Niso-1);C44H80N1O8P1-[M+Na+]-{m+0}(0.15315)(Niso-2)","Unknown;HMDB08502;Unknown,HMDB07889","Loroxanthin ester/ Loroxanthin dodecenoate*;*PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))*;*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/22:4(7Z,10Z,13Z,16Z))","Unknown;C00157;Unknown,C00157","2H_1"
386,804.5536,1010672.885,435421.1504,358563.0046,608567.7872,728722.8134,415584.1922,282643.5385,"Unknown,Unknown;Unknown,Unknown;Unknown","LMGP01010696,Unknown;Unknown,LMGP01010007;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown","C46H78N1O8P1-[M+H+]-{m+0}(0.90829)(Niso-3);C44H80N1O8P1-[M+Na+]-{m+0}(0.89149)(Niso-1);C46H76N1O8P1-[M+H+]-2H-2-{m+0}(0.88708)(Niso-3)","Unknown,HMDB08023;HMDB07889,Unknown;HMDB08502","1-(9Z-hexadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*;*PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))","Unknown,C00157;C00157,Unknown;C00157","2H_2"
387,804.5629,0,0,0,0,0,0,0,"Unknown","LMPR01070159","Unknown","C52H76O5-[M+Na+]-2H-1-{m+0}(0.85118)(Niso-1)","Unknown","Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown","2H_1"
388,804.5757,0,0,8078.5377,0,0,13232.9627,0,"Unknown;Unknown,Unknown;Unknown;Unknown","LMGL05010005;Unknown,LMGP04010015;LMGP00000048;Unknown","Unknown;Unknown,Unknown;Unknown;Unknown","C40H75O12S1-[M+NH4+]-2H-7-{m+0}(0.91414)(Niso-1);C42H79O10P1-[M+Na+]-2H-7-{m+0}(0.90324)(Niso-1);C43H82N1O10P1-[M+H+]-{m+0}(0.89648)(Niso-1);C44H77O10P1-[M+H+]-2H-7-{m+0}(0.8939)(Niso-1)","Unknown;HMDB10605,Unknown;Unknown;HMDB10582","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*PG(18:0/18:2(9Z,12Z))*,*1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphothreonine*;*PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","Unknown;Unknown,Unknown;Unknown;Unknown","2H_7"
389,804.5801,7561.9032,1855.1998,0,3797.7403,4008.0548,0,0,"Unknown;Unknown;Unknown","LMGL05010005;Unknown;LMGP01080001","Unknown;Unknown;Unknown","C40H75O12S1-[M+NH4+]-2H-7-{m+0}(0.91414)(Niso-1);C44H77O10P1-[M+H+]-2H-7-{m+0}(0.8939)(Niso-1);C46H76N1O7P1-[M+NH4+]-2H-1-{m+0}(0.87976)(Niso-1)","Unknown;HMDB10582;Unknown","1-hexadecanoyl-2-pentadecanoyl-3-(6'-sulfo-alpha-D-quinovosyl)-sn-glycerol*;*PG(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-(6-[5]-ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine","Unknown;Unknown;Unknown","2H_7"
390,805.5344,1406.6215,0,0,0,908.9283,722.2781,637.2659,"Unknown,Unknown;Unknown;Unknown","LMGP01020058,Unknown;LMGP04040006;LMGP04110004","Unknown,Unknown;Unknown;Unknown","C44H80N1O7P1-[M+K+]-2H-1-{m+0}(0.90199)(Niso-1);C46H75O9P1-[M+H+]-2H-2-{m+0}(0.88377)(Niso-1);C46H77O9P1-[M+H+]-{m+0}(0.88361)(Niso-1)","Unknown,HMDB08194;Unknown;Unknown","1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))*;*1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-(8-[3]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown,C00157;Unknown;Unknown","2H_1"
391,805.5399,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown","LMGP01020058,Unknown;LMGP04110004","Unknown,Unknown;Unknown","C44H80N1O7P1-[M+K+]-2H-1-{m+0}(0.90199)(Niso-1);C46H77O9P1-[M+H+]-{m+0}(0.88361)(Niso-1)","Unknown,HMDB08194;Unknown","1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))*;*1-(8-[3]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown,C00157;Unknown","2H_1"
392,805.5458,0,0,0,0,0,0,0,"Unknown,Unknown","LMGP02010040,Unknown","Unknown,Unknown","C45H74N1O8P1-[M+NH4+]-{m+0}(0.9403)(Niso-2)","Unknown,HMDB09111","1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine*,*PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00350","N"
393,805.552,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown,Unknown;Unknown;DBLINKS13772","Unknown,LMGP01010632;Unknown,LMGP02010040;LMPR01070157;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown","C44H78N1O8P1-[M+Na+]-2H-3-{m+0}(0.99388)(Niso-2);C45H74N1O8P1-[M+NH4+]-{m+0}(0.99345)(Niso-2);C52H76O4-[M+K+]-2H-2-{m+0}(0.98287)(Niso-2);C41H69N7O8-[M+NH4+]-{m+0}(0.89661)(Niso-1)","HMDB07890,Unknown;HMDB09111,Unknown;Unknown;Unknown","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine*;*PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine*;*Loroxanthin ester/ Loroxanthin dodecenoate*;*N-Acetyl-leu-leu-leu-leu-leu-tyr-amide","C00157,Unknown;C00350,Unknown;Unknown;C11607","2H_3"
