"ID","m/z","Yellow_10.csv","Yellow_16.csv","Yellow_17.csv","Yellow_18.csv","Yellow_19.csv","Yellow_1.csv","Yellow_20.csv","Presence Percentage","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
883,930.7561,4814.5747,6812.2527,4770.2307,6328.0852,6217.8416,895.3904,7126.0002,100,"Unknown,9544762;Unknown,9544702;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;DBLINKS5255","LMGL03010794,Unknown;LMGL03010722,Unknown;LMGL03011087;LMGL03011387;Unknown,LMGL03011473;Unknown,LMGL03011393;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C59H98O6-[M+Na+]-2H-5-{m+0}(0.80804)(Niso-1);C59H100O6-[M+Na+]-2H-3-{m+0}(0.80777)(Niso-1);C60H96O6-[M+NH4+]-{m+0}(0.80138)(Niso-1);C60H94O6-[M+NH4+]-2H-2-{m+0}(0.79916)(Niso-1);C61H94O6-[M+H+]-2H-7-{m+0}(0.79539)(Niso-1);C61H96O6-[M+H+]-2H-5-{m+0}(0.79511)(Niso-1);C63H98O2-[M+K+]-2H-5-{m+0}(0.79134)(Niso-1)","Unknown,HMDB05392;Unknown,HMDB05462;Unknown;Unknown;HMDB10512,Unknown;HMDB10510,Unknown;Unknown","1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*;*1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-(11Z-eicosenoyl)-sn-glycerol*,*TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*1-(9Z,12Z-heptadecadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*1-(9Z,12Z-heptadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol*;*TG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*Plastoquinal-9","Unknown,C00422;Unknown,C00422;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;C02184","2H_5"
884,930.7666,39615.8877,74741.554,51012.1836,68910.4437,61334.4644,11450.3635,83761.2758,100,"Unknown,9544638;9545277,Unknown;9545200,Unknown","LMGL03010653,Unknown;Unknown,LMGL03011316;Unknown,LMGL03011236","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C59H102O6-[M+Na+]-2H-1-{m+0}(0.98546)(Niso-2);C61H98O6-[M+H+]-2H-3-{m+0}(0.9839)(Niso-2);C61H100O6-[M+H+]-2H-1-{m+0}(0.98386)(Niso-2)","Unknown,HMDB05412;HMDB05476,Unknown;HMDB05463,Unknown","1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*,*TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol","Unknown,C00422;C00422,Unknown;C00422,Unknown","2H_1"
888,931.7781,25868.8249,76273.2008,57117.988,78350.5083,26628.6801,20678.7157,31503.3926,100,"Unknown,Unknown;Unknown;9545124,Unknown","Unknown,LMGP01011032;Unknown;Unknown,LMGL03011159","Unknown,Unknown;Unknown;Unknown,Unknown","C52H102N1O8P1-[M+Na+]-2H-9-{m+0}(0.99939)(Niso-3);C54H98N1O8P1-[M+H+]-2H-11-{m+0}(0.99928)(Niso-3);C61H102O6-[M+H+]-{m+0}(0.73948)(Niso-3)","HMDB08290,Unknown;HMDB08651;HMDB05413,Unknown","PC(20:0/24:1(15Z))*,*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine*;*PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol","C00157,Unknown;C00157;C00422,Unknown","2H_9"
891,932.7825,19368.0247,35581.3306,25949.7493,33769.7609,16816.7915,11022.9285,20065.1033,100,"Unknown;9544572,Unknown;9545200,Unknown;9545124,Unknown;Unknown,Unknown","Unknown;Unknown,LMGL03010591;Unknown,LMGL03011236;Unknown,LMGL03011159;Unknown,LMGP01011032","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C54H98N1O8P1-[M+H+]-2H-12-{m+0}(0.98845)(Niso-2);C59H104O6-[M+Na+]-2H-1-{m+0}(0.98544)(Niso-2);C61H100O6-[M+H+]-2H-3-{m+0}(0.98388)(Niso-2);C61H102O6-[M+H+]-2H-1-{m+0}(0.98384)(Niso-2);C52H102N1O8P1-[M+Na+]-2H-10-{m+0}(0.60127)(Niso-2)","HMDB08651;HMDB05387,Unknown;HMDB05463,Unknown;HMDB05413,Unknown;HMDB08290,Unknown","PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*TG(16:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*;*TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*PC(20:0/24:1(15Z))*,*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine","C00157;C00422,Unknown;C00422,Unknown;C00422,Unknown;C00157,Unknown","2H_12"
895,933.7948,10265.9925,30050.1459,29039.8094,25300.0532,7604.2001,12374.3833,9580.1077,100,"Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown;Unknown,9545051","Unknown,LMGP01011032;LMGP01010828,Unknown;Unknown;Unknown;LMGP00000054;LMGL03011080,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown;Unknown,Unknown","C52H102N1O8P1-[M+Na+]-2H-11-{m+0}(0.99939)(Niso-3);C52H104N1O8P1-[M+Na+]-2H-9-{m+0}(0.99938)(Niso-3);C54H98N1O8P1-[M+H+]-2H-13-{m+0}(0.99928)(Niso-3);C54H100N1O8P1-[M+H+]-2H-11-{m+0}(0.99928)(Niso-3);C51H101O8P1S1-[M+NH4+]-2H-11-{m+0}(0.99834)(Niso-3);C61H104O6-[M+H+]-{m+0}(0.23347)(Niso-3)","HMDB08290,Unknown;Unknown,HMDB08289;HMDB08651;HMDB08650;Unknown;Unknown,HMDB05471","PC(20:0/24:1(15Z))*,*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine*;*1-octadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*,*PC(20:0/24:0)*;*PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*PC(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-didocosanoyl-sn-glycero-3-phosphosulfocholine*;*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]","C00157,Unknown;Unknown,C00157;C00157;C00157;Unknown;Unknown,C00422","2H_11"
898,934.7981,7792.4304,13735.0364,15129.7745,13454.0538,4953.7715,5686.4345,5135.41,100,"Unknown,Unknown;Unknown;Unknown,9544514;9545124,Unknown;Unknown,9545051;Unknown;Unknown,Unknown","Unknown,LMGP01011032;Unknown;LMGL03010532,Unknown;Unknown,LMGL03011159;LMGL03011080,Unknown;Unknown;LMGP01010828,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C52H102N1O8P1-[M+Na+]-2H-12-{m+0}(0.98969)(Niso-2);C54H98N1O8P1-[M+H+]-2H-14-{m+0}(0.98846)(Niso-2);C59H106O6-[M+Na+]-2H-1-{m+0}(0.98543)(Niso-2);C61H102O6-[M+H+]-2H-3-{m+0}(0.98386)(Niso-2);C61H104O6-[M+H+]-2H-1-{m+0}(0.98382)(Niso-2);C54H100N1O8P1-[M+H+]-2H-12-{m+0}(0.83718)(Niso-1);C52H104N1O8P1-[M+Na+]-2H-10-{m+0}(0.82613)(Niso-3)","HMDB08290,Unknown;HMDB08651;Unknown,HMDB05373;HMDB05413,Unknown;Unknown,HMDB05471;HMDB08650;Unknown,HMDB08289","PC(20:0/24:1(15Z))*,*1-eicosanoyl-2-(15Z-tetracosenoyl)-sn-glycero-3-phosphocholine*;*PC(22:4(7Z,10Z,13Z,16Z)/24:1(15Z))*;*1-(9Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-eicosanoyl-sn-glycerol*,*TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]*;*TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycerol*;*1-(9Z,12Z,15Z-octadecatrienoyl)-2,3-di-(11Z,14Z-eicosadienoyl)-sn-glycerol*,*TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*;*PC(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1-octadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*,*PC(20:0/24:0)","C00157,Unknown;C00157;Unknown,C00422;C00422,Unknown;Unknown,C00422;C00157;Unknown,C00157","2H_12"
903,935.8105,5912.5682,22201.923,19780.8153,16915.3537,698.1066,13051.0901,982.5278,100,"Unknown,Unknown;Unknown;Unknown;9544977,Unknown","LMGP01010828,Unknown;Unknown;LMGP00000054;Unknown,LMGL03011005","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown","C52H104N1O8P1-[M+Na+]-2H-11-{m+0}(0.98967)(Niso-2);C54H100N1O8P1-[M+H+]-2H-13-{m+0}(0.98844)(Niso-2);C51H101O8P1S1-[M+NH4+]-2H-13-{m+0}(0.985)(Niso-2);C61H106O6-[M+H+]-{m+0}(0.98381)(Niso-2)","Unknown,HMDB08289;HMDB08650;Unknown;HMDB05458,Unknown","1-octadecanoyl-2-hexacosanoyl-sn-glycero-3-phosphocholine*,*PC(20:0/24:0)*;*PC(22:4(7Z,10Z,13Z,16Z)/24:0)*;*1,2-didocosanoyl-sn-glycero-3-phosphosulfocholine*;*TG(18:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]*,*1-(9Z,12Z-octadecadienoyl)-2,3-di-(11Z,14Z-eicosadienoyl)-sn-glycerol","Unknown,C00157;C00157;Unknown;C00422,Unknown","2H_11"
930,955.7799,7436.1465,11695.2102,8772.678,12088.4513,12460.238,2323.1071,13994.6964,100,"Unknown,Unknown","Unknown,LMGL03011696","Unknown,Unknown","C63H102O6-[M+H+]-{m+0}(0.9755)(Niso-2)","HMDB10525,Unknown","TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(11Z,14Z-eicosadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","Unknown,Unknown","N"
932,956.7827,3828.9479,6323.2229,4579.8202,6188.3796,6713.3709,811.7795,7143.7137,100,"Unknown,Unknown;Unknown,Unknown","Unknown,LMGL03011769;Unknown,LMGL03011696","Unknown,Unknown;Unknown,Unknown","C63H100O6-[M+H+]-2H-3-{m+0}(0.78124)(Niso-1);C63H102O6-[M+H+]-2H-1-{m+0}(0.78095)(Niso-1)","HMDB10526,Unknown;HMDB10525,Unknown","TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(8Z,11Z,14Z-eicosatrienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol*;*TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]*,*1-(11Z,14Z-eicosadienoyl)-2,3-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycerol","Unknown,Unknown;Unknown,Unknown","2H_3"
934,957.7948,1762.4824,5069.5796,3790.8214,3458.593,2406.0307,1851.7453,2781.4683,100,"Unknown,9545583","LMGL03011621,Unknown","Unknown,Unknown","C63H104O6-[M+H+]-{m+0}(0.78081)(Niso-1)","Unknown,HMDB05466","1,2,3-tri-(8Z,11Z,14Z-eicosatrienoyl)-glycerol*,*TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]","Unknown,C00422","N"
957,1051.5802,5066.5455,4328.6496,4794.8203,4142.0056,5490.128,1882.2672,1473.9417,100,"13010,Unknown","Unknown,LMST01150015","17406-45-0,Unknown","C50H83N1O21-[M+NH4+]-{m+0}(0.86203)(Niso-1)","Unknown,Unknown","Tomatine*,*(22S,25S)-5alpha-spirosolan-3beta-yl beta-D-glucopyranosyl-(1->2)-[beta-D-xylopyranosyl-(1->3)]-beta-D-glucopyranosyl-(1->4)-beta-D-galactopyranoside","C10827,C10827","N"
959,1075.7658,13263.1367,10276.8386,10481.2006,11244.2364,8167.1423,10724.1149,7677.7861,100,"Unknown","LMSP0601AA04","Unknown","C57H106N2O16-[M+H+]-{m+0}(0.9851)(Niso-2)","Unknown","NeuAcalpha2-3Galbeta-Cer(d18:1/22:0)","Unknown","N"
961,1076.7698,8370.4569,6417.0011,6130.5871,6929.4288,4426.9608,6999.6711,4739.952,100,"Unknown","LMSP0601AA04","Unknown","C57H106N2O16-[M+H+]-2H-1-{m+0}(0.8164)(Niso-1)","Unknown","NeuAcalpha2-3Galbeta-Cer(d18:1/22:0)","Unknown","2H_1"
963,1296.0435,6680.0506,9394.7454,6808.163,6852.12,4960.899,2828.5547,5233.9735,100,"DBLINKS7088,Unknown","Unknown,LMFA01160002","Unknown,Unknown","C76H142O15-[M+H+]-{m+0}(0.94847)(Niso-2)","Unknown,Unknown","alpha,alpha'-Trehalose6,6'-bismycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl 6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranoside","C04465,C04465","N"
964,1297.0496,5413.9564,7356.7181,6538.094,6527.8656,2907.7337,1939.0585,4391.0866,100,"DBLINKS7088,Unknown;10175","Unknown,LMFA01160002;Unknown","Unknown,Unknown;145-63-1","C76H142O15-[M+H+]-2H-1-{m+0}(1)(Niso-4);C51H40N6O23S6-[M+H+]-{m+0}(0.9102)(Niso-2)","Unknown,Unknown;Unknown","alpha,alpha'-Trehalose6,6'-bismycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl 6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranoside*;*Suramin","C04465,C04465;C07974","2H_1"
966,1298.0567,4311.9312,11555.8517,10773.5961,10684.0744,2121.1715,6874.6959,2771.2266,100,"DBLINKS7088,Unknown;10175","Unknown,LMFA01160002;Unknown","Unknown,Unknown;145-63-1","C76H142O15-[M+H+]-2H-2-{m+0}(0.9962)(Niso-3);C51H40N6O23S6-[M+H+]-2H-1-{m+0}(0.9815)(Niso-3)","Unknown,Unknown;Unknown","alpha,alpha'-Trehalose6,6'-bismycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl 6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranoside*;*Suramin","C04465,C04465;C07974","2H_2"
969,1299.0619,2969.2216,9114.4891,8632.0942,8115.1535,1067.7217,6238.7455,1448.015,100,"DBLINKS7088,Unknown;10175","Unknown,LMFA01160002;Unknown","Unknown,Unknown;145-63-1","C76H142O15-[M+H+]-2H-3-{m+0}(0.96426)(Niso-2);C51H40N6O23S6-[M+H+]-2H-2-{m+0}(0.91021)(Niso-2)","Unknown,Unknown;Unknown","alpha,alpha'-Trehalose6,6'-bismycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl 6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranoside*;*Suramin","C04465,C04465;C07974","2H_3"
